Unique Key,Character,Pinyin,HSK 1 Words,HSK 2 Words,HSK 3 Words,HSK 4 Words, Definition
[2.11] 歌,歌,gē,,唱歌,歌舞,,"song, lyrics; sing, chant; praise"
[2.11] 比,比,bǐ,,比,比赛、比较,比如,"to compare, liken; comparison; than"
[2.11] 男,男,nán,,男,,,"male, man; son; baron; surname"
[2.12] 妻,妻,qī,,妻子,,,wife
[2.12] 度,度,"dù, du",,度,,态度、速度、温度,"degree, system; manner; to consider"
[2.12] 弟,弟,"dì, di",,弟弟,,,"young brother; junior; i, me"
[2.12] 穿,穿,chuān,,穿,,,"penetrate, pierce, drill; wear"
[2.12] 近,近,jìn,,近,最近、附近,,"near, close; approach; intimate"
[2.12] 进,进,jìn,,进,,李进、进行,"advance, make progress, enter"
[2.12] 雪,雪,xuě,,雪,,,"snow; wipe away shame, avenge"
[2.12] 零,零,líng,,零,,零钱,"zero; fragment, fraction"
[2.13] 宾,宾,bīn,,宾馆,,,"guest, visitor; surname; submit"
[2.13] 往,往,wǎng,,往,,往往,"go, depart; past, formerly"
[2.13] 拿,拿,ná,,拿,,,"take, hold, grasp; bring; with"
[2.13] 杨,杨,yáng,,杨笑笑,,,"willow, poplar, aspen; surname"
[2.13] 直,直,zhí,,一直,,直接,"straight, erect, vertical"
[2.13] 着,着,"zhe, zháo",,着,着急、睡着,随着、接着,"make move, take action"
[2.13] 笑,笑,xiào,,笑、杨笑笑,,开玩笑、笑话,"smile, laugh, giggle; snicker"
[2.13] 笔,笔,bǐ,,铅笔,笔记本(电脑),笔试、笔记,writing brush; write; stroke
[2.13] 铅,铅,qiān,,铅笔,,,lead
[2.13] 馆,馆,guǎn,,宾馆,图书馆,体育馆、大使馆,public building
[2.14] 但,但,dàn,,但是,不但……而且……,,"only; but, however, yet, still"
[2.14] 晴,晴,qíng,,晴,,,"clear weather, fine weather"
[2.14] 次,次,cì,,次,,其次,"order, sequence; next"
[2.14] 然,然,rán,,虽然,当然、突然、然后,自然、竟然、然而、既然、仍然,"yes, certainly; pledge, promise"
[2.14] 玩,玩,wán,,玩儿,,开玩笑,"play with, joke, enjoy"
[2.14] 百,百,bǎi,,百,,百分之,"one hundred; numerous, many"
[2.14] 虽,虽,suī,,虽然,,,"although, even if"
[2.15] 妹,妹,"mèi, mei",,妹妹,,,younger sister
[2.15] 更,更,gèng,,更,,,"more, still further, much more"
[2.15] 火,火,huǒ,,火车站,,火,"fire, flame; burn; anger, rage"
[2.15] 票,票,piào,,票,,,slip of paper or bamboo; ticket
[2.15] 站,站,zhàn,,火车站,站,网站、加油站,"stand up; a stand, station"
[2.15] 阴,阴,yīn,,阴,,,'female' principle; dark; secret
[3.01] 业,业,yè,,,作业,毕业、专业、职业,"profession, business; GB radical 111"
[3.01] 丽,丽,lì,,,小丽,美丽,"beautiful, magnificent, elegant"
[3.01] 刚,刚,gāng,,,小刚、刚才、刚,,"hard, tough, rigid, strong"
[3.01] 包,包,bāo,,,面包、包、钱包,包子,"wrap, pack, bundle; package"
[3.01] 南,南,nán,,,南(方),,south; southern part; southward
[3.01] 周,周,zhōu,,,周末、周、周明,周围,Zhou dynasty; circumference
[3.01] 图,图,tú,,,地图、图书馆,,"diagram; chart, map, picture"
[3.01] 地,地,dì,,,地图、地方、地铁、外地,地球、地点、地址,"earth; soil, ground; region"
[3.01] 复,复,fù,,,复习,复杂、复印,return; repeat; repeatedly
[3.01] 带,带,dài,,,带,,"belt, girdle, band, strap, zone"
[3.01] 急,急,jí,,,着急,,"quick, quickly; urgent, pressing"
[3.01] 戏,戏,xì,,,游戏,,"theatrical play, show"
[3.01] 搬,搬,bān,,,搬,,"transfer, move, remove, shift"
[3.01] 末,末,mò,,,周末,,"final, last, end; insignificant"
[3.01] 算,算,suàn,,,打算,,"count, calculate, figure; plan"
[3.01] 跟,跟,gēn,,,跟,,"heel; to follow, accompany; with"
[3.01] 阿,阿,ā,,,阿、阿姨,,prefix for people's names; used in transliteration
[3.02] 伞,伞,sǎn,,,伞,,"umbrella, parasol, parachute"
[3.02] 其,其,qí,,,其实、其他,其次、尤其、其中,"his, her, its, their; that"
[3.02] 办,办,bàn,,,办公室、办事、怎么办、办法,举办,"manage, do, handle; deal with"
[3.02] 实,实,shí,,,其实,诚实、实际、实在、确实,"real, true; honest, sincere"
[3.02] 容,容,róng,,,容易,內容,"looks, appearance; figure, form"
[3.02] 把,把,bǎ,,,把,,"hold, take; guard; regard as"
[3.02] 易,易,yì,,,容易,,change; easy
[3.02] 树,树,shù,,,树,,"tree; plant; set up, establish"
[3.02] 楼,楼,lóu,,,楼,,building of two or more stories
[3.02] 理,理,lǐ,,,经理,理解、修理、理想、管理、整理、理发、理发店,"reason, logic; manage"
[3.02] 疼,疼,téng,,,疼,,"aches, pains; be fond of; love"
[3.02] 瘦,瘦,shòu,,,瘦,,"thin, emaciated, lean; meager"
[3.02] 秘,秘,mì,,,秘书,,"secret, mysterious, abstruse"
[3.02] 胖,胖,"pàng, pàn",,,胖,,"fat, obese; fatty"
[3.02] 脚,脚,jiǎo,,,脚,,"leg, foot; base, leg, foundation"
[3.02] 腿,腿,tuǐ,,,腿,,"legs, thighs"
[3.02] 辆,辆,liàng,,,辆,,numerary adjunct for vehicles
[3.02] 难,难,"nán, nan",,,难、难过,困难、难道、难受,"difficult, arduous, hard; unable"
[3.03] 元,元,yuán,,,元,,first; dollar; origin; head
[3.03] 又,又,yòu,,,又,,"and, also, again, in addition"
[3.03] 只,只,zhǐ,,,只、只有……オ……,只要、只好,"only, just, simply"
[3.03] 山,山,shān,,,爬山、大山,香山,"mountain, hill, peak"
[3.03] 心,心,xīn,,,小心、担心、放心、关心,信心、耐心、伤心、心情、开心、粗心,"heart; mind, intelligence; soul"
[3.03] 或,或,huò,,,或者,,"or, either, else; perhaps, maybe"
[3.03] 放,放,fàng,,,放、放心,放松、放弃、放暑假,"put, release, free, liberate"
[3.03] 料,料,liào,,,饮料,材料、塑料袋,"consider, conjecture; materials, ingredients"
[3.03] 爬,爬,pá,,,爬山,,"crawl, creep; climb; scramble"
[3.03] 甜,甜,tián,,,甜,,"sweet, sweetness"
[3.03] 绿,绿,lǜ,,,绿,,green; chlorine
[3.03] 者,者,zhě,,,或者,记者、作者,that which; he who; those who
[3.03] 舒,舒,shū,,,舒服,,"open up, unfold, stretch out; comfortable, easy"
[3.03] 衫,衫,shān,,,衬衫,,shirt; robe; gown; jacket
[3.03] 衬,衬,chèn,,,衬衫,,underwear; inner garments
[3.03] 裤,裤,kù,,,裤子,,"trousers, pants"
[3.03] 记,记,jì,,,记得、笔记本(电脑)、忘记,笔记、记者、日记,"record; keep in mind, remember"
[3.03] 饮,饮,yǐn,,,饮料,,drink; swallow; kind of drink
[3.03] 鲜,鲜,xiān,,,新鲜、鲜花,新鲜感,fresh; delicious; attractive
[3.04] 克,克,kè,,,马克,巧克力,gram; overcome; transliteration
[3.04] 力,力,lì,,,努力,能力、巧克力、压力、力气,"power, capability, influence"
[3.04] 努,努,nǔ,,,努力,,"to exert, strive, make an effort; to pout"
[3.04] 市,市,shì,,,超市、城市,,"market, fair; city, town; trade"
[3.04] 总,总,zǒng,,,总是,总结,"collect; overall, altogether"
[3.04] 照,照,zhào,,,照片、照、照顾、护照、照相机,按照,"shine, illumine, reflect"
[3.04] 片,片,piàn,,,照片,,"slice, splinter, strip; rad. 91"
[3.04] 答,答,dá,,,回答,答案,"answer, reply; return; assent to"
[3.04] 糕,糕,gāo,,,蛋糕,,"cakes, pastry"
[3.04] 级,级,jí,,,年级,,"level, rank, class; grade"
[3.04] 聪,聪,cōng,,,聪明,,"intelligent, clever, bright"
[3.04] 角,角,jiǎo,,,角,,"horn; angle, corner; point"
[3.04] 赛,赛,sài,,,比赛,,"compete, contend; contest, race"
[3.04] 超,超,chāo,,,超市,超过,"jump over, leap over; surpass"
[3.04] 轻,轻,qīng,,,年轻,轻、轻松、减轻,"light; easy, simple; gentle"
[3.04] 饿,饿,è,,,饿,,hungry; greedy for; hunger
[3.04] 马,马,mǎ,,,马克、马上、马,马虎,horse; surname; KangXi radical 187
[3.05] 冒,冒,mào,,,感冒,,"risk, brave, dare"
[3.05] 发,发,"fā, fa, fà",,,发烧、发现、发、头发,沙发、发生、发展、理发、理发店、出发,"issue, dispatch, send out; hair"
[3.05] 夏,夏,xià,,,夏(天),夏,"summer; great, grand, big"
[3.05] 季,季,jì,,,季节,,quarter of year; season; surname
[3.05] 当,当,dāng,,,当然,当、当时,"bear, accept, undertake; just"
[3.05] 感,感,gǎn,,,感冒、感兴趣,感动、新鲜感、感到、感觉、感谢、感情,"feel, perceive, emotion"
[3.05] 春,春,chūn,,,春(天)、春节,春游,spring; wanton
[3.05] 烧,烧,shāo,,,发烧,,burn; bake; heat; roast
[3.05] 用,用,yòng,,,用、信用卡,使用、作用,"use, employ, apply, operate; use"
[3.05] 节,节,jié,,,季节、节目、节日、春节、中秋节,节、节约、六一儿童节,"knot, node, joint; section"
[3.05] 草,草,cǎo,,,草,,"grass, straw, thatch, herbs"
[3.05] 裙,裙,qún,,,裙子,,"skirt, apron, petticoat"
[3.05] 越,越,yuè,,,越,,"exceed, go beyond; the more ..."
[3.05] 顾,顾,gù,,,照顾,顾客,look back; look at; look after
[3.06] 园,园,yuán,,,公园,校园,"garden; park, orchard"
[3.06] 才,才,cái,,,刚才,,"talent, ability; just, only"
[3.06] 楚,楚,chu,,,清楚,,name of feudal state; clear
[3.06] 清,清,qīng,,,清楚,,"clear, pure, clean; peaceful"
[3.06] 炼,炼,liàn,,,锻炼,,"smelt, refine; distill, condense"
[3.06] 特,特,tè,,,特别、特点,奇特,"special, unique, distinguished"
[3.06] 突,突,tū,,,突然,,"suddenly, abruptly, unexpectedly"
[3.06] 聊,聊,liáo,,,聊天(儿),无聊,"somewhat, slightly, at least"
[3.06] 讲,讲,jiǎng,,,讲,,explain; discuss; talk
[3.06] 锻,锻,duàn,,,锻炼,,"forge metal; temper, refine"
[3.06] 镜,镜,jìng,,,眼镜,镜子,mirror; lens; glass; glasses
[3.06] 音,音,yīn,,,音乐、音乐会、声音,,"sound, tone, pitch, pronunciation"
[3.07] 久,久,jiǔ,,,久,,"long time (ago); time passage, grow late"
[3.07] 刻,刻,kè,,,刻,,"carve, engrave; quarter hour"
[3.07] 半,半,bàn,,,半,事半功倍,half
[3.07] 婚,婚,hūn,,,结婚,,"get married; marriage, wedding"
[3.07] 差,差,"chà, chā, chāi",,,差,差不多、出差,"to differ; different, wrong; nearly, almost; an officer"
[3.07] 结,结,"jié, jiē",,,结婚、结束,结果、总结,"knot, tie; join, connect"
[3.07] 趣,趣,qù,,,感兴趣,兴趣、有趣,what attracts one's attention
[3.07] 迟,迟,chí,,,迟到,推迟,"late, tardy; slow; delay"
[3.07] 银,银,yín,,,银行,,"silver; cash, money, wealth"
[3.08] 乎,乎,hū,,,几乎,,interrogative or exclamatory final particle
[3.08] 健,健,jiàn,,,健康,,"strong, robust, healthy; strength"
[3.08] 化,化,huà,,,变化、文化,,"change, convert, reform; -ize"
[3.08] 变,变,biàn,,,变化、变,改变,"change, transform, alter; rebel"
[3.08] 安,安,ān,,,安静,安排、安娜、安全,"peaceful, tranquil, quiet"
[3.08] 害,害,"hài, hai",,,害怕,厉害、害羞,"injure, harm; destroy, kill"
[3.08] 层,层,céng,,,层,,"story, layer, floor, stratum"
[3.08] 康,康,kāng,,,健康,,"peaceful, quiet; happy, healthy"
[3.08] 怕,怕,pà,,,害怕,恐怕,"to fear, be afraid of; apprehensive"
[3.08] 梯,梯,tī,,,电梯,,"ladder, steps, stairs; lean"
[3.08] 满,满,mǎn,,,满意,满,"fill; full, satisfied"
[3.08] 熊,熊,xióng,,,熊猫,,a bear; brilliant; bright; surname
[3.08] 重,重,"zhòng, chóng",,,重要,重新、严重、重、重点、重视、尊重,"heavy, weighty; double"
[3.08] 静,静,jìng,,,安静、李静,王静、冷静,"quiet, still, motionless; gentle"
[3.09] 加,加,jiā,,,参加,加班、加、增加、加油站、加油,"add to, increase, augment"
[3.09] 参,参,cān,,,参加,参观,"take part in, intervene; ginseng"
[3.09] 响,响,xiǎng,,,影响,响,"make sound, make noise; sound"
[3.09] 定,定,dìng,,,一定、决定,肯定、规定,"decide, settle, fix"
[3.09] 担,担,dān,,,担心,,"carry, bear, undertake"
[3.09] 文,文,wén,,,中文、文化,文章,"literature, culture, writing"
[3.09] 解,解,jiě,,,了解、解决,理解、解释,"loosen, unfasten, untie; explain"
[3.09] 较,较,jiào,,,比较,,"compare; comparatively, more"
[3.10] 主,主,zhǔ,,,主要,主意,"master, chief owner; host; lord"
[3.10] 历,历,lì,,,历史,经历,history; calendar
[3.10] 史,史,shǐ,,,历史,,"history, chronicle, annals"
[3.10] 境,境,jìng,,,环境,,"boundary, frontier; area, region"
[3.10] 换,换,huàn,,,换,,change
[3.10] 数,数,shù,,,数学,数字、数、数量,"number; several, count; fate"
[3.10] 旧,旧,jiù,,,旧,,"old, ancient; former, past"
[3.10] 环,环,huán,,,环境,环保,jade ring or bracelet; ring
[3.10] 矮,矮,ǎi,,,矮,,"short, dwarf; low"
[3.10] 育,育,yù,,,体育,体育馆、教育,"produce, give birth to; educate"
[3.10] 附,附,fù,,,附近,,"adhere to, append; rely on near to"
[3.10] 骑,骑,qí,,,骑,,ride horseback; mount; cavalry
[3.11] 借,借,jiè,,,借,,borrow; lend; make pretext of
[3.11] 典,典,diǎn,,,词典,,"law, canon; documentation; classic, scripture"
[3.11] 双,双,shuāng,,,双,,"set of two, pair, couple; both"
[3.11] 啤,啤,pí,,,啤酒,,beer
[3.11] 忘,忘,wàng,,,忘记,,"forget; neglect; miss, omit"
[3.11] 惯,惯,guàn,,,习惯,,"habit, custom; habitually, usual"
[3.11] 束,束,shù,,,结束,,"bind, control, restrain; bale"
[3.11] 灯,灯,dēng,,,灯,,"lantern, lamp"
[3.11] 瓶,瓶,píng,,,瓶子,,"jug, pitcher, vase, jar, bottle"
[3.11] 空,空,"kōng, kòng",,,空调,空气、空儿、填空、空,"empty, hollow, bare, deserted"
[3.11] 筷,筷,kuài,,,筷子,,chopsticks
[3.11] 议,议,yì,,,会议,建议,"consult, talk over, discuss"
[3.11] 词,词,cí,,,词典、词语,,"words; phrase, expression"
[3.11] 调,调,"diào, tiáo",,,空调,调查,"transfer, move, change; tune"
[3.11] 邮,邮,yóu,,,电子邮件,邮局,"postal, mail; post office"
[3.11] 酒,酒,jiǔ,,,啤酒、红酒,,"wine, spirits, liquor, alcoholic beverage"
[3.11] 铁,铁,tiě,,,地铁,,"iron; strong, solid, firm"
[3.12] 己,己,jǐ,,,自己,,"self, oneself; personal, private; 6th heavenly stem"
[3.12] 护,护,hù,,,护照,保护、护士,"protect, guard, defend, shelter"
[3.12] 板,板,bǎn,,,黑板,,"plank, board; iron or tin plate"
[3.12] 画,画,huà,,,画,,"a painting, picture, drawing; to draw"
[3.12] 箱,箱,xiāng,,,行李箱、冰箱,,"case, box, chest, trunk"
[3.12] 阳,阳,yáng,,,太阳,阳光,'male' principle; light; sun
[3.12] 需,需,xū,,,需要,,"need, require, must"
[3.13] 于,于,yú,,,终于、关于,由于、对于、于是,"in, on, at; go to; surname"
[3.13] 坏,坏,huài,,,坏,,"rotten, spoilt, bad, broken down"
[3.13] 应,应,"yīng, yìng",,,应该,适应、应聘,"should, ought to, must"
[3.13] 愿,愿,yuàn,,,愿意,,"sincere, honest, virtuous"
[3.13] 活,活,huó,,,生活,活动、活泼,"live, exist, survive; lively"
[3.13] 爷,爷,"ye, yé",,,爷爷,,"father, grandfather"
[3.13] 物,物,wù,,,礼物、动物,购物、植物,"thing, substance, creature"
[3.13] 礼,礼,lǐ,,,礼物,礼拜天、礼貌,social custom; manners; courtesy
[3.13] 终,终,zhōng,,,终于,,"end; finally, in the end"
[3.13] 般,般,bān,,,一般、一般来说,,"sort, manner, kind, category"
[3.13] 该,该,gāi,,,应该,,"should, ought to, need to"
[3.13] 遇,遇,yù,,,遇到,,"meet, come across, encounter"
[3.14] 像,像,xiàng,,,像,好像,"a picture, image, figure; to resemble"
[3.14] 冰,冰,bīng,,,冰箱,,ice; ice-cold
[3.14] 净,净,jìng,,,干净,,"clean, pure; cleanse"
[3.14] 刮,刮,guā,,,刮风,,"shave, pare off, scrape"
[3.14] 单,单,dān,,,菜单、简单,,"single, individual, only; lone"
[3.14] 叔,叔,"shū, shu",,,叔叔,,father's younger brother
[3.14] 声,声,shēng,,,声音,,"sound, voice, noise; tone; music"
[3.14] 姨,姨,yí,,,阿姨,,mother/wife's sister; concubine
[3.14] 干,干,"gàn, gān, àn",,,干净,饼干、干、干杯,"oppose, offend; invade; dried"
[3.14] 扫,扫,sǎo,,,打扫,,"sweep, clear away; exterminate"
[3.14] 故,故,gù,,,故事,故意,"ancient, old; reason, because"
[3.14] 澡,澡,zǎo,,,洗澡,,"wash, bathe"
[3.14] 盘,盘,pán,,,盘子,,"tray, plate, dish; examine"
[3.14] 目,目,mù,,,节目,目的,"eye; look, see; division, topic"
[3.14] 简,简,jiǎn,,,简单,,"simple, terse, succinct, a letter"
[3.14] 蕉,蕉,jiāo,,,香蕉,,banana; plantain
[3.14] 风,风,fēng,,,刮风,风景,"wind; air; manners, atmosphere"
[3.14] 香,香,xiāng,,,香蕉、香瓜,香山、香,"fragrant, sweet-smelling; incense"
[3.15] 世,世,shì,,,世界,世纪,generation; world; era
[3.15] 举,举,jǔ,,,举行,举办、举,"raise, lift up; recommend"
[3.15] 云,云,yún,,,小云,云,"say, speak; clouds"
[3.15] 句,句,jù,,,句子、句,,sentence
[3.15] 各,各,gè,,,各,,"each, individually, every, all"
[3.15] 平,平,píng,,,水平,平时,"flat, level, even; peaceful"
[3.15] 成,成,chéng,,,完成、成绩,成功、成、成为、养成,"completed, finished, fixed"
[3.15] 提,提,tí,,,提高,提供、提、提前、提醒,hold in hand; lift in hand
[3.15] 极,极,jí,,,极(了),积极、极了,"extreme, utmost, furthest, final"
[3.15] 求,求,qiú,,,要求,,"seek; demand, request; beseech"
[3.15] 注,注,zhù,,,注意,关注,"concentrate, focus, direct"
[3.15] 界,界,jiè,,,世界,,"boundary, limit; domain; society; the world"
[3.15] 留,留,liú,,,留学,留,"stop, halt; stay, detain, keep"
[3.15] 秋,秋,qiū,,,中秋节、秋(天),,"autumn, fall; year"
[3.15] 练,练,liàn,,,练习,,"to practice, drill, exercise, train"
[3.15] 网,网,wǎng,,,上网,网球、互联网、网站,net; network; KangXi radical 122
[3.15] 街,街,jiē,,,街道,街,"street, road, thoroughfare"
[3.15] 闻,闻,wén,,,新闻,,hear; smell; make known; news
[3.15] 除,除,chú,,,除了,,"eliminate, remove, except"
[3.16] 刷,刷,shuā,,,刷牙,牙刷,"brush; clean with brush, scrub"
[3.16] 城,城,chéng,,,城市,长城,"castle; city, town; municipality"
[3.16] 头,头,tóu,,,头发,,"head; top; chief, first; boss"
[3.16] 如,如,rú,,,如果,例如、比如,"if, supposing; as if; like, as"
[3.16] 帽,帽,mào,,,帽子,,"hat, cap; cap-like tops"
[3.16] 查,查,chá,,,检查,调查,"investigate, examine, seek into"
[3.16] 检,检,jiǎn,,,检查,,check; examine
[3.16] 牙,牙,yá,,,刷牙,牙膏、牙刷,"tooth, molars, teeth; serrated"
[3.16] 皮,皮,pí,,,皮鞋,皮肤、橡皮,"skin, hide, fur, feather; outer"
[3.16] 鞋,鞋,xié,,,皮鞋,,"shoes, footwear in general"
[3.16] 鼻,鼻,bí,,,鼻子,,nose; first; KangXi radical 209
[3.17] 假,假,"jiǎ, jià",,,请假,寒假、假、放暑假,"falsehood, deception; vacation"
[3.17] 冬,冬,dōng,,,冬(天),,"winter, 11th lunar month"
[3.17] 决,决,jué,,,决定、解决,,"decide, determine, judge"
[3.17] 况,况,kuàng,,,情况,,"condition, situation; furthermore"
[3.17] 居,居,jū,,,邻居,,"live, dwell, reside, sit"
[3.17] 必,必,bì,,,必须,,"surely, most certainly; must"
[3.17] 择,择,zé,,,选择,,"select, choose, pick out"
[3.17] 据,据,jù,,,根据,,"to occupy, take possession of; a base, position"
[3.17] 根,根,gēn,,,根据,,"root, base(d on); foundation"
[3.17] 法,法,fǎ,,,办法,法律、方法、看法、语法、无法,"law, rule, regulation, statute; France, French"
[3.17] 渴,渴,kě,,,渴,,"thirsty, parched; yearn, pine"
[3.17] 选,选,xuǎn,,,选择,,"choose, select; elect; election"
[3.17] 邻,邻,lín,,,邻居,,neighbor; neighborhood
[3.17] 须,须,xū,,,必须,,"must, have to, necessary"
[3.17] 饱,饱,bǎo,,,饱,,eat heartily; eat one's fill
[3.18] 万,万,wàn,,,万,千万,ten thousand; innumerable
[3.18] 且,且,qiě,,,不但……而且……,并且,"moreover, also (post-subject); about to, will soon (pre-verb)"
[3.18] 信,信,xìn,,,相信、信用卡,短信、信心、自信、信、信封、信息,"trust, believe; letter"
[3.18] 向,向,xiàng,,,向,方向,"toward, direction, trend"
[3.18] 嘴,嘴,zuǐ,,,嘴,,"mouth, lips"
[3.18] 奇,奇,qí,,,奇怪,奇特,"strange, unusual, uncanny, occult"
[3.18] 怪,怪,guài,,,奇怪,怪,"strange, unusual, peculiar"
[3.18] 段,段,duàn,,,段,,"section, piece, division"
[3.18] 相,相,"xiāng, xiàng",,,相信、照相机,互相、相同、相反,"mutual, reciprocal, each other"
[3.18] 种,种,zhǒng,,,种,,"seed; race, breed; to plant"
[3.18] 而,而,ér,,,不但……而且……,而、然而,and; and then; and yet; but
[3.19] 位,位,wèi,,,位,座位,"throne; position, post; rank, status; seat"
[3.19] 哭,哭,kū,,,哭,,"weep, cry, wail"
[3.19] 朵,朵,duo,,,耳朵,,cluster of flowers; earlobe
[3.19] 河,河,,,,黄河,,river; stream; yellow river
[3.19] 短,短,duǎn,,,短,短信,"short; brief; deficient, lacking"
[3.19] 耳,耳,ěr,,,耳朵,,"ear; merely, only; handle"
[3.19] 脸,脸,liǎn,,,脸,,face; cheek; reputation
[3.19] 船,船,chuán,,,船,,"ship, boat, vessel"
[3.19] 蓝,蓝,lán,,,蓝,,blue; indigo plant; surname
[3.19] 鸟,鸟,niǎo,,,鸟,,bird; KangXi radical 196
[3.19] 黄,黄,,,,黄河,,yellow; surname
[3.20] オ,オ,,,,只有……オ……,,
[3.20] 卡,卡,kǎ,,,信用卡,会员卡,"card, punch card; calorie"
[3.20] 碗,碗,wǎn,,,碗,,"bowl, small dish"
[3.20] 绩,绩,,,,成绩,,spin; achievements
[3.20] 被,被,bèi,,,被,,passive indicator 'by'; bedding
[4.01] 互,互,hù,,,,互相、互联网,"mutually, reciprocally"
[4.01] 仅,仅,jǐn,,,,不仅,"only, merely, solely, just"
[4.01] 使,使,shǐ,,,,即使、大使馆、使、使用,"cause, send on a mission, order; envoy, messenger, ambassador"
[4.01] 俩,俩,liǎ,,,,俩,"two, pair"
[4.01] 印,印,"yìn, yì",,,,印象、打印、复印,"print, seal, stamp, chop, mark"
[4.01] 即,即,jí,,,,即使,"promptly, quickly, immediately"
[4.01] 原,原,yuán,,,,原因、原来、原谅,"source, origin, beginning"
[4.01] 受,受,"shòu, dào",,,,接受、受到、受、难受、受不了,"receive, accept, get; bear, stand"
[4.01] 合,合,hé,,,,适合、符合、合适、合格,"combine, unite, join; gather"
[4.01] 吸,吸,xī,,,,吸引,"inhale, suck in; absorb; attract"
[4.01] 够,够,gòu,,,,够,"enough, adequate"
[4.01] 孙,孙,sūn,,,,孙月、孙子,"grandchild, descendent; surname"
[4.01] 幸,幸,xìng,,,,幸福,"luck(ily), favor, fortunately"
[4.01] 幽,幽,yōu,,,,幽默,"quiet, secluded, tranquil; dark"
[4.01] 引,引,yǐn,,,,吸引、引起,"to pull, draw out, attract; to stretch"
[4.01] 律,律,lǜ,,,,法律、律师,"statute, principle, regulation"
[4.01] 性,性,xìng,,,,性格、女性、性别,"nature, character, sex"
[4.01] 悉,悉,xī,,,,熟悉,"know, learn about, comprehend"
[4.01] 慕,慕,mù,,,,羡慕,"long for, desire; admire"
[4.01] 普,普,pǔ,,,,普通、普遍、普通话,"universal, general, widespread"
[4.01] 格,格,gé,,,,性格、价格、表格、严格、合格,"pattern, standard, form; style"
[4.01] 浪,浪,làng,,,,浪漫、浪费,"wave; wasteful, reckless"
[4.01] 深,深,shēn,,,,深,"deep; depth; far; very, extreme"
[4.01] 漫,漫,màn,,,,浪漫,overflow of water; spreading
[4.01] 熟,熟,shú,,,,熟悉,well-cooked; ripe; familiar with
[4.01] 祝,祝,zhù,,,,祝、祝贺,pray for happiness or blessings
[4.01] 福,福,fú,,,,幸福,"happiness, good fortune, blessing"
[4.01] 缺,缺,quē,,,,缺点、缺少,"be short of, lack; gap, deficit"
[4.01] 羡,羡,xiàn,,,,羡慕,"envy, admire; praise; covet"
[4.01] 脾,脾,pí,,,,脾气,"spleen, pancreas; disposition"
[4.01] 象,象,xiàng,,,,印象,"elephant; ivory; figure, image"
[4.01] 适,适,shì,,,,适合、适应、合适,"go, reach; appropriate, suitable"
[4.01] 通,通,tōng,,,,普通、通知、通过、交通、普通话,"pass through, common, communicate"
[4.01] 默,默,mò,,,,幽默,"silent; quiet, still; dark"
[4.02] 专,专,zhuān,,,,专门、专业,"monopolize, take sole possession"
[4.02] 丰,丰,fēng,,,,丰富,"abundant, lush, bountiful, plenty"
[4.02] 交,交,jiāo,,,,交、交流、交通,"mix; intersect; exchange, communicate; deliver"
[4.02] 却,却,què,,,,却,"still, but; decline; retreat"
[4.02] 厌,厌,yàn,,,,讨厌,"dislike, detest, reject; satiate"
[4.02] 及,及,jí,,,,及时、来不及、来得及,extend; reach; come up to; and
[4.02] 困,困,kùn,,,,困难、困,"to surround, besiege; to be surrounded; difficult"
[4.02] 围,围,wéi,,,,周围,"surround, encircle, corral"
[4.02] 富,富,fù,,,,丰富、富,"abundant, ample; rich, wealthy"
[4.02] 尽,尽,jǐn,,,,尽管,"exhaust, use up; deplete"
[4.02] 无,无,wú,,,,无聊、无论、无、无法,"negative, no, not; KangXi radical 71"
[4.02] 林,林,lín,,,,林、森林,"forest, grove; surname"
[4.02] 毕,毕,bì,,,,毕业,"end, finish, conclude; completed"
[4.02] 流,流,liú,,,,交流、流行、流血、流利,"flow, circulate, drift; class"
[4.02] 海,海,hǎi,,,,上海、海洋、海,"sea, ocean; maritime"
[4.02] 烦,烦,"fán, fan",,,,麻烦、烦恼,"bother, vex, trouble; troublesome"
[4.02] 管,管,guǎn,,,,尽管、不管、管理,"pipe, tube, duct; woodwind music"
[4.02] 联,联,lián,,,,联系、互联网,"connect, join; associate, ally"
[4.02] 聚,聚,jù,,,,聚会,"assemble, meet together, collect"
[4.02] 讨,讨,tǎo,,,,讨厌、讨论,"to discuss; ask for, beg; demand; dun; marry"
[4.02] 谊,谊,yì,,,,友谊,"friendship; appropriate, suitable"
[4.02] 逛,逛,guàng,,,,逛,"ramble, stroll, roam, wander"
[4.02] 陪,陪,péi,,,,陪,"accompany, be with, keep company"
[4.02] 麻,麻,má,,,,麻烦,"hemp, jute, flax; sesame"
[4.03] 与,与,yǔ,,,,与,"and; with; to; for; give, grant"
[4.03] 供,供,gōng,,,,提供,"supply, provide for; offer in worship"
[4.03] 入,入,rù,,,,收入、入口,"enter, come in(to), join"
[4.03] 判,判,pàn,,,,判断,judge; discriminate; conclude
[4.03] 另,另,lìng,,,,另外、另,"another, separate, other"
[4.03] 咱,咱,"zán, zá",,,,咱们、咱,"we, us"
[4.03] 式,式,shì,,,,正式、方式,"style, system, formula, rule"
[4.03] 招,招,zhāo,,,,招聘、打招呼,"beckon, summon; recruit, levy"
[4.03] 挺,挺,tǐng,,,,挺,"to stand upright, straighten; rigid"
[4.03] 排,排,pái,,,,安排、排队、排列,"row, rank, line"
