Unique Key,Word/Phrase,Pinyin,Part of Speech,Meaning,Lesson,Shelley's Notes,Level,Characters Learned Before,Type,Book
[4.11] 只好 New Word,只好,zhǐhǎo,adv.,"cannot but, to be forced to",4.11,,,,New Word,4下
[4.13] 纸袋 New Word,纸袋,zhǐdài,n.,paper bag,4.13,,,,New Word,4下
[4.14] 重 New Word,重,zhòng,adj.,"heavy, weighty",4.14,,,,New Word,4下
[4.16] 重点 New Word,重点,chóngdiǎn,n.,"focal point, emphasis",4.16,,,,New Word,4下
[4.16] 重视 New Word,重视,zhòngshì,v.,to attach importance to,4.16,,,,New Word,4下
[4.20] 祝贺 New Word,祝贺,zhùhè,v.,to congratulate,4.20,,,,New Word,4下
[4.11] 著名 New Word,著名,zhùmíng,adj.,"famous,well-known",4.11,,,,New Word,4下
[4.19] 转 New Word,转,zhuǎn,v.,"to turn, to shift",4.19,,,,New Word,4下
[4.11] 准确 New Word,准确,zhǔnquè,adj.,"accurate, precise",4.11,,,,New Word,4下
[4.12] 仔细 New Word,仔细,zǐxì,adj.,"careful, meticulous",4.12,小心 ,,,New Word,4下
[4.16] 自信 New Word,自信,zìxìn,adj.,self-confident,4.16,,,,New Word,4下
[4.19] 租 New Word,租,zū,v.,"to rent, to lease",4.19,,,,New Word,4下
[4.16] 尊重 New Word,尊重,zūnzhòng,v.,to respect,4.16,,,,New Word,4下
[4.15] 左右 New Word,左右,zuǒyòu,n.,"around, or so",4.15,,,,New Word,4下
[4.12] 作用 New Word,作用,zuòyòng,n.,function,4.12,uses,,,New Word,4下
[4.18] 作者 New Word,作者,zuòzhě,n.,author,4.18,,,,New Word,4下
[4.18] 座 New Word,座,zuò,m.,"used for bridges, mountains, buildings, etc.",4.18,,,,New Word,4下
[4.19] 座位 New Word,座位,zuòwèi,n.,seat,4.19,,,,New Word,4下
[4.17] 安娜 Proper Noun,安娜,Ānnà,,name of a person,4.17,,,,Proper Noun,4下
[4.17] 长城 Proper Noun,长城,Chángchéng,,the Great Wall,4.17,,,,Proper Noun,4下
[4.20] 长江 Proper Noun,长江,Cháng Jiāng,,"Yangtze River, the longest river in China",4.20,,,,Proper Noun,4下
[4.20] 长江大桥 Proper Noun,长江大桥,Zhǎngjiāng Dàqiáo,,Yangtze River Bridge (in Nanjing),4.20,,,,Proper Noun,4下
[4.11] 大卫 Proper Noun,大卫,Dàwèi,,name of a person,4.11,,,,Proper Noun,4下
[4.13] 广东省 Proper Noun,广东省,Guǎngdōng Shěng,,"Guangdong, a province of China",4.13,,,,Proper Noun,4下
[4.17] 六一儿童节 Proper Noun,六一儿童节,Liùyī Értóngjié,,International Children's Day,4.17,,,,Proper Noun,4下
[4.20] 首都机场 Proper Noun,首都机场,Shǒudū Jīchǎng,,Beijing Capital International Airport,4.20,,,,Proper Noun,4下
[4.17] 香山 Proper Noun,香山,Xiāng Shān,,the Fragrant Hill (in Beijing),4.17,,,,Proper Noun,4下
[4.17] 亚洲 Proper Noun,亚洲,Yàzhōu,,Asia,4.17,,,,Proper Noun,4下
[4.19] 吵 Word Not Included in the Syllabus,吵,chǎo,adj.,noisy,4.19,,5,,Word Not Included in the Syllabus,4下
[4.12] 达到 Word Not Included in the Syllabus,达到,dádào,v.,"to reach, to attain",4.12,达到目标  （sth you have set ) ,5,,Word Not Included in the Syllabus,4下
[4.16] 代表 Word Not Included in the Syllabus,代表,dàibiǎo,v.,"to represent, to stand for",4.16,,5,,Word Not Included in the Syllabus,4下
[4.18] 方式 Word Not Included in the Syllabus,方式,fāngshì,n.,"way, mode",4.18,,5,,Word Not Included in the Syllabus,4下
[4.20] 怪 Word Not Included in the Syllabus,怪,guài,adv.,"rather, quite",4.20,,,,Word Not Included in the Syllabus,4下
[4.17] 美人鱼 Word Not Included in the Syllabus,美人鱼,měirényú,n.,mermaid,4.17,,,,Word Not Included in the Syllabus,4下
[4.15] 闹钟 Word Not Included in the Syllabus,闹钟,nàozhōng,n.,alarm clock,4.15,,,,Word Not Included in the Syllabus,4下
[4.12] 事半功倍 Word Not Included in the Syllabus,事半功倍,shìbàngōngbèi,,to achieve twice the result with half the effort,4.12,,,,Word Not Included in the Syllabus,4下
[4.19] 舞蹈 Word Not Included in the Syllabus,舞蹈,wǔdǎo,n.,dance,4.19,,6,,Word Not Included in the Syllabus,4下
[4.18] 抓 Word Not Included in the Syllabus,抓,zhuā,v.,"to catch, to arrest",4.18,,5,,Word Not Included in the Syllabus,4下
[4.11] 笔记 New Word Made Up of Characters Learned before,笔记,bǐjì,n.,notes,4.11,记笔记 ,,笔记本,New Word Made Up of Characters Learned before,4下
[4.19] 表 New Word Made Up of Characters Learned before,表,biǎo,n.,chart,4.19,,,表格,New Word Made Up of Characters Learned before,4下
[4.17] 部 New Word Made Up of Characters Learned before,部,bù,n.,part,4.17,,,部分,New Word Made Up of Characters Learned before,4下
[4.12] 成 New Word Made Up of Characters Learned before,成,chéng,v.,to become,4.12,"成为 +noun；变得+adj 
谈成生意  resul",,成为,New Word Made Up of Characters Learned before,4下
[4.13] 春游 New Word Made Up of Characters Learned before,春游,chūnyóu,v.,to go on a spring outing,4.13,,,春、旅游,New Word Made Up of Characters Learned before,4下
[4.13] 袋（子） New Word Made Up of Characters Learned before,袋（子）,dài （ zi ）,n.,"bag, sack",4.13,,,塑料袋,New Word Made Up of Characters Learned before,4下
[4.20] 风景 New Word Made Up of Characters Learned before,风景,fēngjǐng,n.,scenery,4.20,,,景色,New Word Made Up of Characters Learned before,4下
[4.15] 父母 New Word Made Up of Characters Learned before,父母,fùmǔ,n.,parents,4.15,,,父亲、母亲,New Word Made Up of Characters Learned before,4下
[4.17] 改 New Word Made Up of Characters Learned before,改,gǎi,v.,to change,4.17,,,改变,New Word Made Up of Characters Learned before,4下
[4.14] 关注 New Word Made Up of Characters Learned before,关注,guānzhù,v.,to pay close attention,4.14,,,关心、注意,New Word Made Up of Characters Learned before,4下
[4.17] 海 New Word Made Up of Characters Learned before,海,hǎi,n.,seat,4.17,,,海洋,New Word Made Up of Characters Learned before,4下
[4.14] 环保 New Word Made Up of Characters Learned before,环保,huánbǎo,v.,to protect the environment,4.14,,,环境、保护,New Word Made Up of Characters Learned before,4下
[4.17] 极了 New Word Made Up of Characters Learned before,极了,jíle,,extremely,4.17,,,级、了,New Word Made Up of Characters Learned before,4下
[4.20] 加油 New Word Made Up of Characters Learned before,加油,jiāyóu,v.,to make a great effort,4.20,,,加油站,New Word Made Up of Characters Learned before,4下
[4.11] 减 New Word Made Up of Characters Learned before,减,jiǎn,v.,to subtract,4.11,减少； 减轻 ,,减少,New Word Made Up of Characters Learned before,4下
[4.11] 减轻 New Word Made Up of Characters Learned before,减轻,jiǎnqīng,v.,"to lighten, to alleviate",4.11,减轻压力,,减少、轻,New Word Made Up of Characters Learned before,4下
[4.18] 科技 New Word Made Up of Characters Learned before,科技,kējì,n.,science and technology,4.18,,,科学、技术,New Word Made Up of Characters Learned before,4下
[4.14] 垃圾 New Word Made Up of Characters Learned before,垃圾,lājī,n.,rubbish,4.14,,,垃圾桶,New Word Made Up of Characters Learned before,4下
[4.19] 理发店 New Word Made Up of Characters Learned before,理发店,lǐfàdiàn,n.,barber shop,4.19,,,理发、商店,New Word Made Up of Characters Learned before,4下
[4.18] 例子 New Word Made Up of Characters Learned before,例子,lìzi,n.,example,4.18,,,例如,New Word Made Up of Characters Learned before,4下
[4.13] 凉茶 New Word Made Up of Characters Learned before,凉茶,liángchá,n.,Chinese herbal tea,4.13,,,凉快、茶,New Word Made Up of Characters Learned before,4下
[4.13] 另 New Word Made Up of Characters Learned before,另,lìng,pron.,"another, other",4.13,,,另外,New Word Made Up of Characters Learned before,4下
[4.16] 美好 New Word Made Up of Characters Learned before,美好,měihǎo,adj.,"fine, good",4.16,,,美丽、好,New Word Made Up of Characters Learned before,4下
[4.14] 暖 New Word Made Up of Characters Learned before,暖,nuǎn,adj.,warm,4.14,,,暖和,New Word Made Up of Characters Learned before,4下
[4.18] 奇特 New Word Made Up of Characters Learned before,奇特,qítè,adj.,"unusual, peculiar",4.18,,,奇怪、特别,New Word Made Up of Characters Learned before,4下
[4.17] 气温 New Word Made Up of Characters Learned before,气温,qìwēn,n.,(air) temperature,4.17,,,气候、温度,New Word Made Up of Characters Learned before,4下
[4.17] 全 New Word Made Up of Characters Learned before,全,quán,adj.,whole,4.17,,,全部,New Word Made Up of Characters Learned before,4下
[4.12] 受 New Word Made Up of Characters Learned before,受,shòu,v.,to receive,4.12,受到sb 欢迎/喜欢,,受到,New Word Made Up of Characters Learned before,4下
[4.12] 数 New Word Made Up of Characters Learned before,数,shù,n.,number,4.12,次数 frequency  ,,数量,New Word Made Up of Characters Learned before,4下
[4.16] 填 New Word Made Up of Characters Learned before,填,tián,v.,to fill,4.16,,,填空,New Word Made Up of Characters Learned before,4下
[4.12] 同样 New Word Made Up of Characters Learned before,同样,tóngyàng,adj.,same,4.12,同样...还 ,,相同、一样,New Word Made Up of Characters Learned before,4下
[4.19] 小区 New Word Made Up of Characters Learned before,小区,xiǎoqū,n.,"residential community, neighborhood",4.19,,,小、郊区,New Word Made Up of Characters Learned before,4下
[4.16] 信 New Word Made Up of Characters Learned before,信,xìn,n.,letter,4.16,,,信封,New Word Made Up of Characters Learned before,4下
[4.11] 兴趣 New Word Made Up of Characters Learned before,兴趣,xìngqù,n.,interest,4.11,,,感兴趣,New Word Made Up of Characters Learned before,4下
[4.14] 牙刷 New Word Made Up of Characters Learned before,牙刷,yáshuā,n.,toothbrush,4.14,,,刷牙,New Word Made Up of Characters Learned before,4下
[4.17] 养 New Word Made Up of Characters Learned before,养,yǎng,v.,"to cultivate, to keep",4.17,,,养成,New Word Made Up of Characters Learned before,4下
[4.11] 有效 New Word Made Up of Characters Learned before,有效,yǒuxiào,adj.,effective,4.11,有效的护照 valid ,,有、效果,New Word Made Up of Characters Learned before,4下
[4.11] 有限 New Word Made Up of Characters Learned before,有限,yǒuxiàn,adj.,limited,4.11,有限的时间； 知识；公司 ,,有、 限制,New Word Made Up of Characters Learned before,4下
[4.17] 约 New Word Made Up of Characters Learned before,约,yuē,adv.,about,4.17,,,大约,New Word Made Up of Characters Learned before,4下
[4.18] 增 New Word Made Up of Characters Learned before,增,zēng,v.,to increase,4.18,,,增加,New Word Made Up of Characters Learned before,4下
[4.18] 增长 New Word Made Up of Characters Learned before,增长,zēngzhǎng,v.,"to increase, to enhance",4.18,,,增加、长,New Word Made Up of Characters Learned before,4下
