Unique Key,Word/Phrase,Pinyin,Part of Speech,Meaning,Lesson,Shelley's Notes,Level,Characters Learned Before,Type,Book
笔记 (4.11),笔记,bǐjì,n.,notes,4.11,,,笔记本,New Word Made Up of Characters Learned before,4下
表 (4.19),表,biǎo,n.,chart,4.19,,,表格,New Word Made Up of Characters Learned before,4下
部 (4.17),部,bù,n.,part,4.17,,,部分,New Word Made Up of Characters Learned before,4下
成 (4.12),成,chéng,v.,to become,4.12,,,成为,New Word Made Up of Characters Learned before,4下
春游 (4.13),春游,chūnyóu,v.,to go on a spring outing,4.13,,,春、旅游,New Word Made Up of Characters Learned before,4下
袋（子） (4.13),袋（子）,dài （ zi ）,n.,"bag, sack",4.13,,,塑料袋,New Word Made Up of Characters Learned before,4下
风景 (4.20),风景,fēngjǐng,n.,scenery,4.20,,,景色,New Word Made Up of Characters Learned before,4下
父母 (4.15),父母,fùmǔ,n.,parents,4.15,,,父亲、母亲,New Word Made Up of Characters Learned before,4下
改 (4.17),改,gǎi,v.,to change,4.17,,,改变,New Word Made Up of Characters Learned before,4下
关注 (4.14),关注,guānzhù,v.,to pay close attention,4.14,,,关心、注意,New Word Made Up of Characters Learned before,4下
海 (4.17),海,hǎi,n.,seat,4.17,,,海洋,New Word Made Up of Characters Learned before,4下
环保 (4.14),环保,huánbǎo,v.,to protect the environment,4.14,,,环境、保护,New Word Made Up of Characters Learned before,4下
极了 (4.17),极了,jíle,,extremely,4.17,,,级、了,New Word Made Up of Characters Learned before,4下
加油 (4.20),加油,jiāyóu,v.,to make a great effort,4.20,,,加油站,New Word Made Up of Characters Learned before,4下
减 (4.11),减,jiǎn,v.,to subtract,4.11,,,减少,New Word Made Up of Characters Learned before,4下
减轻 (4.11),减轻,jiǎnqīng,v.,"to lighten, to alleviate",4.11,,,减少、轻,New Word Made Up of Characters Learned before,4下
科技 (4.18),科技,kējì,n.,science and technology,4.18,,,科学、技术,New Word Made Up of Characters Learned before,4下
垃圾 (4.14),垃圾,lājī,n.,rubbish,4.14,,,垃圾桶,New Word Made Up of Characters Learned before,4下
理发店 (4.19),理发店,lǐfàdiàn,n.,barber shop,4.19,,,理发、商店,New Word Made Up of Characters Learned before,4下
例子 (4.18),例子,lìzi,n.,example,4.18,,,例如,New Word Made Up of Characters Learned before,4下
凉茶 (4.13),凉茶,liángchá,n.,Chinese herbal tea,4.13,,,凉快、茶,New Word Made Up of Characters Learned before,4下
另 (4.13),另,lìng,pron.,"another, other",4.13,,,另外,New Word Made Up of Characters Learned before,4下
美好 (4.16),美好,měihǎo,adj.,"fine, good",4.16,,,美丽、好,New Word Made Up of Characters Learned before,4下
暖 (4.14),暖,nuǎn,adj.,warm,4.14,,,暖和,New Word Made Up of Characters Learned before,4下
奇特 (4.18),奇特,qítè,adj.,"unusual, peculiar",4.18,,,奇怪、特别,New Word Made Up of Characters Learned before,4下
气温 (4.17),气温,qìwēn,n.,(air) temperature,4.17,,,气候、温度,New Word Made Up of Characters Learned before,4下
全 (4.17),全,quán,adj.,whole,4.17,,,全部,New Word Made Up of Characters Learned before,4下
受 (4.12),受,shòu,v.,to receive,4.12,,,受到,New Word Made Up of Characters Learned before,4下
数 (4.12),数,shù,n.,number,4.12,,,数量,New Word Made Up of Characters Learned before,4下
填 (4.16),填,tián,v.,to fill,4.16,,,填空,New Word Made Up of Characters Learned before,4下
同样 (4.12),同样,tóngyàng,adj.,same,4.12,,,相同、一样,New Word Made Up of Characters Learned before,4下
小区 (4.19),小区,xiǎoqū,n.,"residential community, neighborhood",4.19,,,小、郊区,New Word Made Up of Characters Learned before,4下
信 (4.16),信,xìn,n.,letter,4.16,,,信封,New Word Made Up of Characters Learned before,4下
兴趣 (4.11),兴趣,xìngqù,n.,interest,4.11,,,感兴趣,New Word Made Up of Characters Learned before,4下
牙刷 (4.14),牙刷,yáshuā,n.,toothbrush,4.14,,,刷牙,New Word Made Up of Characters Learned before,4下
养 (4.17),养,yǎng,v.,"to cultivate, to keep",4.17,,,养成,New Word Made Up of Characters Learned before,4下
有效 (4.11),有效,yǒuxiào,adj.,effective,4.11,,,有、效果,New Word Made Up of Characters Learned before,4下
有限 (4.11),有限,yǒuxiàn,adj.,limited,4.11,,,有、 限制,New Word Made Up of Characters Learned before,4下
约 (4.17),约,yuē,adv.,about,4.17,,,大约,New Word Made Up of Characters Learned before,4下
增 (4.18),增,zēng,v.,to increase,4.18,,,增加,New Word Made Up of Characters Learned before,4下
增长 (4.18),增长,zēngzhǎng,v.,"to increase, to enhance",4.18,,,增加、长,New Word Made Up of Characters Learned before,4下
